empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
5389,Yes,No,No,No,Under $20k,0,single,36,Male,12,12,155.48,70.97,Yes,Yes,Medicaid,No,No,black,12,71.5
5390,No,No,No,Yes,Under $20k,1,married,66,Female,12,8,107.56,53.72,Yes,No,Medicare,No,No,white,23,67.5
5391,No,Yes,No,No,Under $20k,2,single,18,Male,11,15,137.6,77.13,Yes,No,Other,No,No,black,27,46.5
5392,Yes,No,No,No,$40-$80k,1,single,52,Male,14,11,182.09,61.06,No,Yes,Covered,No,No,white,37,95.5
5393,Yes,Yes,Yes,No,$40-$80k,2,single,38,Male,12,11,151.16,62.67,No,Yes,Covered,Yes,No,white,15,66.5
5394,Yes,No,No,Yes,$20-$40k,0,single,22,Male,14,17,169.78,72.9,No,Yes,Medicaid,No,No,other,28,78
5395,No,No,No,No,Under $20k,3,married,49,Female,12,6,104.94,55.23,No,No,Medicaid,No,No,white,40,28.5
5396,No,Yes,No,Yes,$20-$40k,2,divorced,59,Male,14,12,140.5,75.52,No,No,Medicaid,No,No,white,19,36.5
5401,Yes,No,No,No,$20-$40k,0,single,33,Female,8,9,126.7,62.04,Yes,No,Covered,Yes,Yes,white,19,71.5
5403,Yes,No,No,No,$20-$40k,0,divorced,48,Female,13,15,84.86,66.81,No,Yes,Medicaid,No,No,white,30,95.5
5404,No,No,No,Yes,$20-$40k,1,single,49,Male,12,9,175.38,59.45,No,Yes,Medicaid,No,No,white,37,35.5
5405,No,No,No,Yes,Under $20k,1,single,37,Male,12,12,238.21,63.47,Yes,No,Covered,No,No,black,35,58
5406,Yes,Yes,No,No,$20-$40k,1,single,46,Male,11,11,238.78,56.24,No,No,Medicaid,Yes,No,black,3,54.5
5407,No,Yes,No,No,Under $20k,1,single,39,Female,11,8,272,75.66,No,No,Medicaid,No,No,white,18,66
5408,Yes,No,No,No,$20-$40k,2,married,51,Female,10,8,190.15,73.39,Yes,Yes,Medicaid,Yes,No,white,16,75.5
5411,No,No,No,Yes,Under $20k,0,single,40,Female,8,11,182.93,67.34,No,No,Covered,No,No,white,11,27.5
5413,Yes,Yes,No,No,Under $20k,2,single,55,Male,12,13,156.73,67.49,Yes,Yes,Medicaid,No,No,white,9,69
5414,Yes,No,No,No,$20-$40k,1,single,56,Male,16,14,122.47,56.24,Yes,No,Medicaid,No,Yes,other,18,60.5
5417,No,Yes,Yes,Yes,$40-$80k,2,divorced,51,Male,14,8,104.59,60.26,Yes,No,Covered,Yes,No,white,5,60.5
5418,Yes,No,No,No,Under $20k,0,divorced,55,Female,11,8,90.51,61.38,Yes,Yes,Covered & Medicaid,No,No,white,11,85
5420,No,No,Yes,No,$40-$80k,3,married,37,Female,12,10,215.5,71.12,No,No,Covered,No,No,black,35,41
5424,Yes,Yes,No,No,> $80k,2,divorced,53,Male,15,10,153.36,62.87,No,No,Covered,Yes,No,white,26,76.5
5425,Yes,Yes,No,No,$20-$40k,2,single,52,Male,12,9,121.82,56.24,Yes,No,Covered & Medicaid,Yes,No,white,25,52
5427,Yes,Yes,Yes,No,> $80k,0,single,40,Male,16,8,150.14,72.13,Yes,No,Covered,Yes,No,white,14,67
5431,Yes,No,No,Yes,Under $20k,2,married,41,Male,11,8,122.69,60.56,Yes,Yes,Covered,No,No,white,17,66.5
5432,Yes,No,No,Yes,Under $20k,1,divorced,49,Male,8,8,221.97,56.24,Yes,Yes,Medicaid,No,No,white,28,47.5
5433,Yes,No,No,No,$20-$40k,2,divorced,43,Male,14,15,119.07,58.83,Yes,No,Medicaid,Yes,No,black,15,76
5435,No,No,No,No,$20-$40k,0,single,28,Male,12,11,141.12,63.45,Yes,No,Medicaid,No,Yes,white,26,77.5
5436,Yes,No,No,Yes,Under $20k,1,divorced,29,Male,11,10,186.76,68.29,No,No,Other,No,No,white,38,71
5440,No,Yes,Yes,No,$40-$80k,2,single,18,Male,12,15,156.98,66.68,Yes,No,Covered,No,No,black,21,48
5443,Yes,Yes,Yes,Yes,$40-$80k,1,single,48,Male,18,11,171.69,73.91,No,Yes,Covered,No,No,white,26,65
5445,No,Yes,No,Yes,$20-$40k,2,married,39,Male,9,11,159.77,67.49,No,Yes,Covered,No,No,white,22,34
5450,Yes,No,No,No,Under $20k,2,divorced,46,Male,10,10,178.41,73.83,Yes,Yes,Medicaid,Yes,No,white,37,87
5451,Yes,Yes,No,No,Under $20k,4,married,51,Female,10,10,129.9,55.77,Yes,Yes,Covered,Yes,No,white,28,80
5452,No,Yes,No,No,Under $20k,1,single,56,Male,9,15,188.77,66.68,No,Yes,Covered,Yes,No,white,29,56
5455,No,No,No,No,Under $20k,2,single,18,Female,12,8,325.61,59.01,No,No,Covered,No,No,white,20,83.5
5459,No,No,No,No,Under $20k,2,single,32,Female,11,7,102.68,54.48,No,Yes,Covered,No,Yes,white,11,47
5460,No,No,Yes,No,$40-$80k,1,single,18,Male,11,15,136.03,58.26,No,No,Covered,No,Yes,white,40,49
5463,Yes,Yes,No,No,Under $20k,5,married,56,Female,14,6,122.83,59.75,No,Yes,Medicaid,Yes,No,white,8,62
5464,Yes,No,No,No,Under $20k,0,divorced,53,Female,12,13,173.06,61.28,Yes,No,Medicaid,No,No,white,28,64
5465,Yes,No,No,No,Under $20k,2,divorced,42,Male,12,7,187.29,65.08,No,Yes,Medicaid,No,No,white,20,76
5467,Yes,Yes,No,No,Under $20k,1,divorced,49,Male,4,11,169.26,59.48,Yes,Yes,Covered & Medicaid,Yes,No,white,15,76
5468,Yes,Yes,Yes,No,$40-$80k,2,single,51,Male,12,6,163.46,65.08,Yes,Yes,Covered,Yes,No,white,15,68.5
5470,Yes,Yes,No,No,Under $20k,2,single,46,Male,8,10,150.73,61.86,Yes,No,Medicaid,Yes,No,black,6,64.5
5471,Yes,Yes,Yes,No,> $80k,1,divorced,34,Male,19,12,92.83,61.14,No,No,Covered,No,No,white,30,54
5472,No,No,No,Yes,$20-$40k,0,single,32,Female,14,12,117.79,55.99,Yes,No,Covered,No,No,white,20,55.5
5473,Yes,No,No,No,$40-$80k,0,divorced,41,Female,12,10,148.67,61.28,No,Yes,Covered,No,No,white,28,85.5
5477,Yes,No,Yes,Yes,$40-$80k,3,divorced,28,Male,16,10,171.72,78.73,Yes,Yes,Covered,No,No,white,20,94.5
5479,Yes,Yes,No,No,$20-$40k,0,single,49,Female,16,7,162.29,65.07,Yes,Yes,Covered & Medicaid,Yes,No,white,7,60
5480,No,No,No,No,Under $20k,0,single,59,Male,10,12,145.45,62.67,Yes,No,Covered & Medicaid,Yes,No,white,19,62
5481,Yes,No,No,No,Under $20k,5,married,54,Female,12,8,111.68,55.23,Yes,Yes,Covered & Medicaid,No,Yes,white,12,69
5483,Yes,No,No,Yes,Under $20k,0,single,41,Male,0,9,142.83,58.65,Yes,Yes,Covered & Medicaid,No,No,white,13,69
5484,Yes,Yes,No,No,Under $20k,2,single,53,Female,9,7,131.43,53.72,No,No,Covered & Medicaid,No,No,white,26,64.5
5487,Yes,No,No,No,Under $20k,1,single,48,Female,10,15,171.33,55.23,Yes,No,Other,No,Yes,white,39,51
5489,Yes,No,No,No,Under $20k,3,divorced,39,Male,11,11,178.85,69.09,Yes,Yes,Covered,No,No,white,11,65.5
5492,Yes,Yes,No,Yes,Under $20k,2,single,47,Male,10,11,188.52,57.84,Yes,Yes,Medicaid,Yes,No,white,23,52.5
5496,Yes,No,No,No,Under $20k,3,married,22,Female,16,12,106.99,61.08,No,Yes,Medicaid,No,No,black,37,74
5498,No,Yes,No,Yes,$20-$40k,1,single,47,Male,9,13,195.62,69.09,Yes,Yes,Covered & Medicaid,Yes,No,white,3,30.5
5500,Yes,Yes,Yes,No,> $80k,1,single,41,Male,20,12,265.79,76.32,Yes,Yes,Covered,No,No,white,21,50
5502,No,Yes,No,No,$40-$80k,1,single,46,Female,13,10,116.91,66.81,No,Yes,Covered,Yes,No,white,13,43
5503,Yes,Yes,No,Yes,Under $20k,1,single,54,Male,4,7,129.23,68.64,No,No,Medicaid,No,No,white,6,60.5
5505,Yes,Yes,No,No,Under $20k,2,single,51,Male,12,7,186.49,74.72,No,Yes,Medicaid,No,No,white,12,57.5
5506,Yes,Yes,No,No,Under $20k,3,married,47,Female,10,11,172.23,67.34,No,Yes,Medicaid,Yes,No,black,22,53
5507,Yes,No,Yes,Yes,$40-$80k,1,single,59,Male,12,7,136.78,64.14,Yes,Yes,Covered,No,No,white,38,66
5509,Yes,No,No,Yes,Under $20k,1,divorced,30,Female,10,8,199.41,63.55,Yes,No,Medicaid,Yes,No,white,18,94
5510,No,No,No,Yes,$20-$40k,0,single,48,Female,12,10,185.69,53.72,Yes,No,Covered & Medicaid,No,No,white,16,63
5512,Yes,No,No,Yes,$40-$80k,0,divorced,44,Male,14,7,201.65,60.26,Yes,Yes,Covered,No,No,white,23,84.5
5513,Yes,No,No,Yes,$20-$40k,1,divorced,34,Female,13,9,270.81,72.63,No,No,Medicaid,No,No,white,35,70.5
5514,Yes,No,No,No,Under $20k,2,single,35,Male,16,8,161.63,69.09,No,Yes,Medicaid,No,Yes,black,13,74.5
5515,Yes,No,No,No,$20-$40k,1,single,64,Female,12,8,73.63,57.5,Yes,No,Medicare & Medicaid,No,No,black,23,63
5516,Yes,No,No,Yes,Under $20k,2,single,42,Male,6,11,175.85,62.67,Yes,No,Covered,No,No,white,39,53
5517,No,No,No,Yes,Under $20k,2,married,31,Female,12,6,128.12,55.23,No,Yes,Covered & Medicaid,No,No,white,22,55.5
5520,Yes,No,Yes,Yes,$40-$80k,3,divorced,22,Male,14,15,160.07,67.49,Yes,Yes,Covered,No,No,white,14,74
5521,Yes,No,No,No,Under $20k,2,single,41,Female,12,17,116.3,58.12,Yes,No,Other,Yes,No,white,39,50.5
5522,Yes,Yes,No,No,Under $20k,2,single,42,Male,13,12,228.52,65.88,No,No,Covered,Yes,No,white,19,63
5523,Yes,Yes,No,No,$20-$40k,2,divorced,53,Male,12,8,129.15,56.24,No,Yes,Medicaid,No,No,white,25,53.5
5526,Yes,Yes,No,No,$40-$80k,3,divorced,37,Male,12,8,125.19,73.22,No,Yes,Covered,No,No,white,21,62
5529,Yes,No,No,No,Under $20k,0,single,41,Male,11,7,115.93,65.76,No,Yes,Covered,No,No,white,27,81.5
5532,Yes,Yes,No,Yes,Under $20k,2,divorced,32,Male,9,9,169.4,60.67,Yes,Yes,Other,No,No,other,19,68.5
5533,No,No,No,Yes,Under $20k,0,married,42,Female,8,7,135.18,56.49,Yes,Yes,Medicaid,No,No,white,20,63
5534,Yes,Yes,No,No,$20-$40k,1,married,66,Male,16,10,170.31,68.29,Yes,No,Covered & Medicare,No,No,white,28,55.5
5535,No,No,Yes,No,> $80k,1,divorced,43,Male,12,9,153.99,57.04,No,Yes,Covered,Yes,No,white,33,58.5
5536,Yes,Yes,No,No,Under $20k,2,married,54,Male,10,10,201.62,80.34,No,No,Medicaid,Yes,No,white,13,54.5
5538,No,No,No,Yes,$20-$40k,1,divorced,57,Male,8,8,163.14,70.37,Yes,No,Medicaid,Yes,No,white,24,42.5
5539,Yes,No,No,No,Under $20k,1,single,56,Male,11,9,134.8,65.08,Yes,No,Medicaid,No,No,white,34,69
5543,No,Yes,No,Yes,Under $20k,3,married,30,Female,12,8,179.98,74.9,No,Yes,Covered,No,Yes,white,17,48.5
5545,Yes,Yes,Yes,No,$40-$80k,0,married,56,Male,3,15,229.93,79.54,No,Yes,Covered,Yes,No,white,24,57
5546,No,No,No,No,Under $20k,2,divorced,47,Female,8,14,229.87,62.04,Yes,No,Medicaid,No,No,white,17,55
5548,Yes,Yes,Yes,No,> $80k,4,married,46,Male,14,9,117.45,67.49,Yes,Yes,Covered,Yes,No,white,18,57.5
5550,Yes,No,No,Yes,Under $20k,1,single,32,Male,12,8,223.85,71.5,Yes,No,Other,No,No,white,18,70.5
5551,Yes,No,No,No,Under $20k,2,single,50,Female,14,10,142.07,65.18,No,Yes,Medicaid,No,No,white,37,71
5552,Yes,No,No,Yes,$20-$40k,0,single,65,Male,18,8,136.97,65.88,No,Yes,Medicare,Yes,No,white,38,77.5
5555,Yes,No,No,No,Under $20k,0,single,53,Male,11,8,132.7,61.06,No,Yes,Covered & Medicaid,Yes,No,white,25,93.5
5556,No,No,No,No,$20-$40k,3,divorced,27,Female,12,10,211.55,65.07,Yes,Yes,Medicaid,No,Yes,white,39,26.5
5557,Yes,Yes,No,No,Under $20k,3,married,52,Female,11,10,194.55,68.85,No,Yes,Covered,No,No,black,22,74.5
5559,No,No,No,Yes,$20-$40k,1,single,30,Male,12,8,177.58,64.27,Yes,No,Other,No,No,white,16,57.5
5560,Yes,Yes,No,No,$40-$80k,0,single,39,Male,14,8,174.46,65.88,Yes,Yes,Covered,Yes,No,white,30,74
5561,Yes,Yes,No,Yes,Under $20k,4,married,45,Female,4,14,148.21,60.53,Yes,Yes,Medicaid,No,No,black,17,48.5
5569,No,Yes,No,No,Under $20k,1,single,29,Male,11,11,186.61,74.72,No,Yes,Other,No,No,white,30,31
5570,Yes,No,No,No,Under $20k,2,single,59,Female,11,14,86.46,60.84,No,Yes,Medicaid,Yes,No,white,39,65.5
5575,Yes,Yes,No,No,Under $20k,0,single,44,Female,12,8,141.5,65.82,No,Yes,Medicaid,Yes,No,white,7,83
5576,Yes,Yes,No,No,$20-$40k,2,divorced,32,Male,16,10,121.55,68.42,Yes,Yes,Covered,No,No,other,16,69.5
5577,Yes,No,No,Yes,Under $20k,1,divorced,54,Female,12,8,146.62,57.5,Yes,No,Medicaid,No,No,white,33,51
5580,Yes,No,No,No,Under $20k,1,single,59,Male,8,8,150.49,72.31,Yes,Yes,Covered & Medicaid,No,Yes,white,16,86.5
5581,No,No,No,No,Under $20k,1,divorced,50,Male,0,7,196.43,79.54,No,Yes,Medicaid,Yes,No,black,28,55.5
5582,No,No,No,No,Under $20k,2,single,45,Male,9,9,149.94,61.86,No,Yes,Covered,Yes,No,white,37,79.5
5584,No,Yes,No,No,Under $20k,0,single,51,Male,10,8,206.24,67.49,No,Yes,Medicaid,No,No,white,1,43.5
5587,Yes,No,Yes,No,$40-$80k,0,single,46,Female,18,14,118.34,62.95,Yes,No,Covered,No,Yes,white,22,54.5
5588,Yes,Yes,Yes,No,$40-$80k,1,single,43,Male,12,15,183.43,56.24,No,Yes,Covered,Yes,No,black,7,49.5
5589,No,No,No,No,Under $20k,1,single,42,Male,12,10,202.27,62.67,Yes,Yes,Other,No,No,white,34,50
5590,No,No,No,No,Under $20k,1,single,33,Male,15,7,201.87,68.64,No,Yes,Covered,No,No,white,39,73.5
5593,Yes,No,No,Yes,Under $20k,1,divorced,46,Male,10,11,158.83,65.88,Yes,Yes,Covered & Medicaid,No,No,white,31,61
5597,Yes,Yes,No,No,Under $20k,1,single,39,Female,12,6,102.48,55.41,Yes,Yes,Other,Yes,No,white,14,72
5599,Yes,Yes,No,No,Under $20k,2,single,58,Female,12,8,155.2,56.49,Yes,Yes,Medicaid,Yes,No,white,2,53.5
5600,No,No,No,No,Under $20k,2,single,35,Female,12,6,194.82,59.77,No,No,Covered & Medicaid,Yes,Yes,white,13,32
5603,No,Yes,No,No,Under $20k,2,divorced,57,Female,12,15,136.1,64.64,No,No,Medicaid,Yes,No,white,11,49
5604,Yes,Yes,No,No,Under $20k,0,single,33,Male,6,10,221.58,57.84,No,No,Other,No,No,white,7,61.5
5607,Yes,No,No,No,$40-$80k,1,single,45,Female,17,8,98.65,62.8,No,No,Covered,No,Yes,black,31,64.5
5608,Yes,Yes,No,No,$40-$80k,1,single,43,Male,16,15,208.7,67.49,Yes,No,Covered,Yes,No,white,13,66.5
5610,Yes,No,No,No,Under $20k,2,single,63,Female,11,8,107.89,59.75,No,No,Medicare & Medicaid,Yes,No,white,39,77
5611,Yes,Yes,No,No,Under $20k,2,single,39,Male,6,11,180.74,56.24,No,Yes,Medicaid,No,No,other,9,50.5
5613,Yes,No,No,No,Under $20k,1,married,18,Male,12,7,159.67,69.09,No,No,Medicaid,No,No,other,27,61.5
5615,Yes,No,No,Yes,Under $20k,2,married,49,Female,10,10,190.14,69.61,Yes,No,Medicaid,No,No,white,34,56
5619,No,No,No,No,Under $20k,0,single,53,Female,8,11,207.7,60.53,Yes,Yes,Covered & Medicaid,Yes,Yes,white,30,38
5622,Yes,No,No,Yes,$20-$40k,1,divorced,63,Male,24,9,150.72,61.86,Yes,Yes,Medicare,No,No,other,29,71
5624,No,No,No,Yes,$20-$40k,1,single,49,Male,8,10,189.36,72.31,No,No,Medicaid,No,No,white,38,51
5626,Yes,Yes,Yes,No,> $80k,0,single,52,Male,19,12,135.62,59.45,Yes,No,Covered,Yes,No,white,12,62.5
5627,Yes,No,Yes,No,$40-$80k,1,single,44,Female,8,11,168.7,67.34,No,Yes,Covered,No,Yes,white,12,68
5629,No,Yes,No,No,$20-$40k,0,married,30,Male,12,15,171.01,59.45,No,No,Covered,Yes,No,white,16,54
5630,No,Yes,No,No,$40-$80k,1,married,47,Female,12,8,131.62,56.75,Yes,Yes,Covered,No,No,white,29,49
5631,Yes,No,No,No,$20-$40k,0,single,45,Female,14,8,137.93,52.96,Yes,No,Medicaid,Yes,No,white,15,86.5
5632,Yes,Yes,No,No,Under $20k,1,single,31,Female,12,12,164.3,53.72,No,No,Other,No,No,other,11,65.5
5640,Yes,No,No,No,$40-$80k,1,single,38,Female,12,12,100.52,68.99,No,Yes,Covered,No,Yes,black,16,80
5641,No,No,No,Yes,Under $20k,1,single,56,Female,12,9,99.68,55.23,Yes,No,Medicaid,No,No,white,16,51
5644,Yes,Yes,No,No,Under $20k,1,single,21,Female,11,12,156.42,58.26,Yes,Yes,Medicaid,No,No,black,7,56.5
5645,Yes,Yes,No,No,Under $20k,1,single,40,Male,12,7,160.77,68.71,No,No,Covered,Yes,No,white,29,67
5648,Yes,No,No,Yes,Under $20k,1,divorced,53,Female,12,7,126.3,55.99,Yes,Yes,Medicaid,No,No,black,15,81
5649,No,Yes,No,Yes,$20-$40k,3,divorced,53,Male,14,6,218.1,58.65,No,No,Covered & Medicaid,No,No,white,22,52.5
5651,Yes,No,No,No,Under $20k,2,single,52,Female,10,7,191.66,62.47,Yes,Yes,Medicaid,Yes,No,white,30,57
5653,Yes,Yes,No,No,$40-$80k,1,married,44,Male,10,11,118.72,58.65,Yes,Yes,Covered,No,No,other,9,58
5654,No,No,No,No,Under $20k,0,single,29,Female,10,11,155.15,59.01,No,No,Covered,No,No,white,13,56.5
5655,Yes,Yes,No,No,Under $20k,2,single,40,Male,12,8,189.86,73.11,Yes,No,Other,No,Yes,white,4,69.5
5656,Yes,Yes,No,No,$40-$80k,2,single,29,Female,14,7,120.18,55.99,Yes,Yes,Covered,Yes,Yes,white,13,77.5
5657,No,No,No,Yes,$20-$40k,0,single,53,Male,8,9,177.22,66.68,No,No,Covered & Medicaid,No,No,white,20,36
5660,Yes,No,No,Yes,Under $20k,0,single,60,Male,12,9,105.84,65.18,Yes,Yes,Medicaid,No,No,white,31,90.5
5661,No,No,No,Yes,$20-$40k,1,single,48,Female,14,13,115.57,55.41,Yes,No,Covered & Medicaid,No,No,white,32,32
5663,Yes,Yes,No,Yes,Under $20k,1,single,36,Male,9,11,183.21,77.93,Yes,No,Medicaid,No,No,black,10,45.5
5665,No,Yes,No,No,Under $20k,4,married,44,Male,11,10,163.44,65.4,No,No,Medicaid,No,No,other,9,24.5
5667,Yes,Yes,No,No,Under $20k,0,single,56,Male,5,9,152.7,71.5,No,Yes,Medicaid,Yes,No,black,10,54
5670,No,No,No,No,$20-$40k,1,single,47,Male,12,6,141.82,70.7,Yes,No,Covered,Yes,No,white,28,57.5
5671,No,Yes,No,No,Under $20k,0,single,37,Female,7,11,175.91,59.77,No,No,Other,No,No,black,13,61
5673,No,No,No,No,Under $20k,0,single,33,Male,11,10,259.62,57.84,No,Yes,Medicaid,No,Yes,white,31,50.5
5674,No,No,No,No,Under $20k,1,single,19,Male,11,13,171.68,57.04,Yes,Yes,Medicaid,No,No,white,34,43.5
5675,Yes,Yes,No,Yes,Under $20k,2,divorced,42,Female,8,11,99.39,70.07,Yes,Yes,Medicaid,Yes,No,black,26,51
5676,Yes,Yes,No,No,Under $20k,1,married,46,Male,12,8,220.14,81.14,Yes,Yes,Covered & Medicaid,No,No,white,30,68.5
5677,Yes,No,No,Yes,Under $20k,1,single,29,Female,11,12,164.33,66.27,No,No,Medicaid,Yes,No,white,37,57.5
5680,No,No,No,Yes,Under $20k,2,single,25,Female,14,15,261.91,62.04,No,No,Medicaid,No,Yes,black,37,45.5
5681,Yes,No,No,No,Under $20k,1,single,20,Female,11,11,123.32,62.47,Yes,No,Medicaid,No,No,white,33,76.5
5682,No,No,No,Yes,$40-$80k,0,single,53,Female,12,13,147.77,72.63,No,No,Covered,No,Yes,white,31,59
5683,Yes,No,No,Yes,Under $20k,2,divorced,40,Female,11,9,171.49,59.77,No,Yes,Medicaid,No,No,black,12,93
5684,No,No,No,No,Under $20k,0,divorced,47,Female,12,8,211.07,62.8,Yes,No,Medicaid,No,No,black,20,56
5686,Yes,Yes,No,No,$20-$40k,1,single,20,Male,12,15,305.48,56.24,Yes,Yes,Covered,Yes,No,white,14,64
5688,No,Yes,Yes,Yes,> $80k,1,single,53,Male,19,10,129.79,65.88,Yes,Yes,Covered,No,No,white,5,32.5
5690,No,No,Yes,No,$40-$80k,0,divorced,53,Female,12,11,170.63,64.64,Yes,No,Covered,Yes,No,white,25,68.5
5691,No,No,No,No,Under $20k,0,single,47,Male,14,10,211.88,66.68,No,No,Covered,Yes,No,white,35,65
5692,No,No,No,No,Under $20k,0,single,61,Male,12,15,117.89,62.67,Yes,Yes,Medicaid,No,Yes,white,21,58
5693,No,No,No,No,Under $20k,4,married,50,Female,12,7,176.85,60.3,Yes,No,Medicaid,Yes,No,white,30,39
5694,No,No,No,No,Under $20k,1,single,25,Female,14,10,105.27,60.84,No,No,Medicaid,No,No,black,33,35
5695,No,No,No,No,Under $20k,5,married,62,Female,8,8,139.07,55.99,No,Yes,Medicare,Yes,No,white,11,44
5698,Yes,No,No,No,$40-$80k,1,divorced,41,Male,14,9,173.58,62.67,No,Yes,Covered,No,No,white,18,49
5699,Yes,No,No,Yes,Under $20k,2,divorced,41,Female,8,7,101.39,53.72,No,No,Medicaid,No,Yes,white,20,77
5700,Yes,No,No,No,Under $20k,0,divorced,18,Female,12,8,133.85,60.17,Yes,Yes,Medicaid,Yes,No,other,19,76.5
5703,Yes,No,No,No,$40-$80k,0,single,18,Male,12,7,158.3,72.31,No,Yes,Medicaid,No,No,white,13,78
5704,No,No,No,No,Under $20k,1,single,59,Female,5,7,103.65,65.18,No,No,Covered & Medicaid,No,Yes,black,37,53
5705,No,Yes,No,No,$40-$80k,1,married,37,Female,14,6,130.34,57.04,No,Yes,Medicaid,No,No,white,8,25
5706,Yes,No,No,No,Under $20k,3,divorced,52,Female,9,8,179.37,59.01,No,No,Medicaid,No,No,black,28,71
5708,Yes,No,No,No,$20-$40k,4,married,42,Male,7,14,180.71,62.67,No,No,Medicaid,Yes,No,white,18,63
5709,Yes,No,No,Yes,Under $20k,0,single,52,Female,6,7,80.47,65.82,Yes,Yes,Medicaid,No,No,white,18,78.5
5710,Yes,No,No,No,Under $20k,3,married,64,Male,8,8,159.72,75.52,Yes,No,Covered & Medicare,Yes,No,black,19,64
5714,No,No,No,No,Under $20k,1,single,66,Female,3,8,116.36,59.77,No,No,Medicare & Medicaid,Yes,No,black,39,65.5
5717,Yes,No,No,Yes,$20-$40k,5,married,52,Female,18,9,101.61,55.95,No,Yes,Covered & Medicaid,No,No,other,35,75.5
5718,Yes,Yes,No,No,$40-$80k,1,single,56,Male,16,13,163.04,65.08,No,Yes,Covered,Yes,No,white,23,60.5
5720,Yes,No,No,Yes,$20-$40k,2,divorced,36,Male,8,9,234.14,73.11,No,Yes,Medicaid,No,No,white,18,57.5
5721,Yes,No,No,Yes,Under $20k,1,divorced,48,Male,8,11,173.55,76.32,Yes,Yes,Covered & Medicaid,No,Yes,white,34,92.5
5725,No,No,No,No,$20-$40k,1,single,37,Male,14,11,93.49,60.26,Yes,No,Other,No,No,white,37,53
5727,Yes,No,No,Yes,$20-$40k,1,married,51,Male,16,17,145.11,67.49,No,Yes,Covered & Medicaid,Yes,No,white,31,86
5729,Yes,Yes,No,No,> $80k,3,divorced,42,Female,18,8,95.89,62.47,No,Yes,Covered,Yes,No,white,19,60
5732,Yes,Yes,Yes,Yes,> $80k,1,single,49,Male,16,11,186.82,74.98,Yes,Yes,Covered,Yes,No,white,12,44.5
5733,Yes,No,No,Yes,$20-$40k,1,divorced,40,Male,12,11,111.11,61.06,Yes,Yes,Covered,No,No,white,11,57
5736,No,No,No,Yes,$20-$40k,1,single,45,Male,8,10,109.53,65.88,Yes,No,Covered,No,No,white,30,70.5
5740,No,No,No,No,Under $20k,1,single,50,Male,12,9,149.64,61.72,Yes,Yes,Medicaid,Yes,No,white,37,85.5
5742,Yes,No,Yes,No,$40-$80k,1,single,43,Male,12,12,224.63,61.06,No,Yes,Covered,Yes,No,white,11,72
5743,No,Yes,No,No,Under $20k,1,single,54,Male,8,15,196.6,73.25,No,Yes,Covered & Medicaid,Yes,No,white,28,45
5744,Yes,No,Yes,No,> $80k,1,single,34,Female,16,13,189.9,59.77,Yes,No,Covered,No,Yes,white,25,61
5745,Yes,Yes,No,No,$20-$40k,0,single,51,Female,13,9,100.82,55.95,Yes,Yes,Covered & Medicaid,Yes,No,white,28,77
5748,Yes,No,No,Yes,Under $20k,3,divorced,49,Male,12,9,145.06,72.1,Yes,Yes,Covered & Medicaid,No,No,white,19,85.5
5751,Yes,Yes,Yes,No,> $80k,1,single,59,Female,12,12,143.96,66.81,Yes,Yes,Covered,Yes,No,white,17,64
5753,No,No,No,Yes,Under $20k,1,divorced,30,Male,10,9,220,66.68,Yes,No,Covered,No,No,other,16,50
5754,Yes,Yes,Yes,Yes,$40-$80k,4,married,35,Female,22,8,109.59,55.23,Yes,No,Covered,No,Yes,other,30,68
5755,Yes,Yes,No,Yes,Under $20k,3,divorced,53,Female,12,10,173.18,62.8,No,Yes,Covered & Medicaid,No,No,white,16,60.5
5757,Yes,No,No,Yes,$40-$80k,1,divorced,37,Female,12,6,118.94,55.41,No,Yes,Covered,No,No,white,22,57
5758,Yes,No,No,Yes,Under $20k,0,divorced,56,Female,12,10,133.44,58.26,Yes,Yes,Covered & Medicaid,No,No,white,23,73
5759,No,Yes,No,Yes,$20-$40k,1,divorced,18,Female,13,9,187.76,55.99,No,Yes,Covered,No,No,white,25,50
5761,Yes,Yes,No,No,Under $20k,3,married,52,Female,7,7,157.48,64.64,Yes,Yes,Covered & Medicaid,Yes,No,white,29,77.5
5762,Yes,No,No,Yes,Under $20k,2,divorced,41,Male,11,9,201.02,65.88,No,No,Medicaid,No,No,white,26,65
5763,Yes,Yes,No,Yes,Under $20k,4,married,34,Female,7,15,150.99,62.04,No,Yes,Medicaid,No,No,white,19,67.5
5765,Yes,Yes,No,No,Under $20k,4,married,52,Female,11,7,124.97,63.01,Yes,Yes,Covered & Medicaid,No,No,white,22,58.5
5766,Yes,No,No,Yes,$40-$80k,0,single,54,Male,12,8,136.99,64.6,Yes,Yes,Covered,Yes,No,white,36,73.5
5767,Yes,No,No,No,Under $20k,2,divorced,44,Female,12,6,103.72,57.58,Yes,No,Covered,No,No,white,17,69.5
5768,No,No,No,No,$20-$40k,4,married,45,Female,8,8,174.16,70.36,Yes,No,Covered,Yes,No,white,14,70
5770,No,Yes,No,No,Under $20k,0,single,38,Male,12,8,120.9,66.33,No,No,Covered,Yes,No,white,20,52.5
